x,y,z,yaw,velocity,change_flag
1271.7386,-15.4836,0.0000,-0.0370,18.6245,0
1272.7699,-15.5210,0.0000,-0.0385,18.7791,0
1273.8181,-15.5697,0.0000,-0.0401,19.0457,0
1276.2981,-15.6796,0.0000,-0.0391,19.1093,0
1277.3464,-15.7172,0.0000,-0.0385,18.8194,0
1278.3861,-15.7658,0.0000,-0.0380,18.6017,0
1279.4088,-15.8032,0.0000,-0.0374,18.2724,0
1280.4997,-15.8520,0.0000,-0.0362,17.7893,0
1281.5735,-15.8897,0.0000,-0.0345,17.3803,0
1282.6644,-15.9385,0.0000,-0.0326,16.9835,0
1284.3348,-16.0008,0.0000,-0.0301,16.4320,0
1285.4172,-16.0274,0.0000,-0.0286,16.1126,0
1286.4655,-16.0649,0.0000,-0.0268,15.7386,0
1287.5053,-16.1024,0.0000,-0.0251,15.4186,0
1288.5110,-16.1287,0.0000,-0.0234,15.1227,0
1289.5849,-16.1552,0.0000,-0.0219,14.7693,0
1290.8889,-16.1938,0.0000,-0.0199,14.5055,0
1291.9202,-16.2202,0.0000,-0.0186,14.1307,0
