x,y,z,yaw,velocity,change_flag
687.2006,-5116.2832,0.0000,-3.0333,8.8445,0
686.1767,-5116.3678,0.0000,-3.0837,8.8049,0
685.1275,-5116.3967,0.0000,-3.1376,8.7013,0
684.1040,-5116.3814,0.0000,3.0996,8.7197,0
683.0892,-5116.3328,0.0000,3.0871,8.6372,0
682.0743,-5116.2843,0.0000,3.1055,8.7827,0
681.0424,-5116.2578,0.0000,3.1404,9.1846,0
679.9846,-5116.2756,0.0000,-3.1029,9.8407,0
678.7902,-5116.3484,0.0000,-3.0572,10.7066,0
677.7748,-5116.4441,0.0000,-3.0198,11.3907,0
676.7677,-5116.5732,0.0000,-2.9844,12.0924,0
675.7435,-5116.7465,0.0000,-2.9537,12.8223,0
674.7447,-5116.9533,0.0000,-2.9343,13.4910,0
673.3019,-5117.2581,0.0000,-2.9284,14.3951,0
672.2603,-5117.5091,0.0000,-2.8963,15.0469,0
671.2698,-5117.7603,0.0000,-2.8843,15.5969,0
670.2452,-5118.0225,0.0000,-2.8756,16.1243,0
669.2375,-5118.2958,0.0000,-2.8682,16.5805,0
668.2469,-5118.5803,0.0000,-2.8620,17.0210,0
667.2307,-5118.8758,0.0000,-2.8563,17.4547,0
665.7533,-5119.3025,0.0000,-2.8522,18.0532,0
664.7797,-5119.5871,0.0000,-2.8515,18.4184,0
663.7891,-5119.8827,0.0000,-2.8505,18.7520,0
662.7899,-5120.1783,0.0000,-2.8498,19.0708,0
661.7566,-5120.4848,0.0000,-2.8492,19.4213,0
660.7147,-5120.7913,0.0000,-2.8486,19.7654,0
658.2978,-5121.5139,0.0000,-2.8476,20.5157,0
657.3072,-5121.8094,0.0000,-2.8480,20.8114,0
656.2994,-5122.1161,0.0000,-2.8486,21.0723,0
655.2917,-5122.4116,0.0000,-2.8490,21.3091,0
654.2584,-5122.7181,0.0000,-2.8496,21.5774,0
653.2164,-5123.0357,0.0000,-2.8499,21.8300,0
652.2258,-5123.3313,0.0000,-2.8505,22.0467,0
651.1583,-5123.6488,0.0000,-2.8515,22.3182,0
650.0822,-5123.9662,0.0000,-2.8522,22.5624,0
648.2034,-5124.5134,0.0000,-2.8540,22.9845,0
647.2128,-5124.7979,0.0000,-2.8551,23.1991,0
646.1624,-5125.1043,0.0000,-2.8561,23.3992,0
645.1632,-5125.3999,0.0000,-2.8570,23.5530,0
644.1470,-5125.6954,0.0000,-2.8582,23.7520,0
643.0710,-5126.0017,0.0000,-2.8590,23.9269,0
642.0377,-5126.2971,0.0000,-2.8599,24.1652,0
641.0642,-5126.5706,0.0000,-2.8609,24.3357,0
640.0906,-5126.8552,0.0000,-2.8618,24.5167,0
638.0411,-5127.4350,0.0000,-2.8639,24.8562,0
637.0506,-5127.7084,0.0000,-2.8647,25.0177,0
636.0429,-5127.9928,0.0000,-2.8653,25.1822,0
634.9584,-5128.2991,0.0000,-2.8653,25.3316,0
633.8739,-5128.6054,0.0000,-2.8655,25.4885,0
632.7808,-5128.9117,0.0000,-2.8649,25.6349,0
631.7475,-5129.1960,0.0000,-2.8641,25.7933,0
630.7142,-5129.4914,0.0000,-2.8632,25.9563,0
629.7407,-5129.7649,0.0000,-2.8622,26.0937,0
628.7587,-5130.0383,0.0000,-2.8611,26.2311,0
626.4445,-5130.6947,0.0000,-2.8588,26.2674,0
625.3941,-5131.0011,0.0000,-2.8582,26.1650,0
624.4205,-5131.2857,0.0000,-2.8576,26.0249,0
623.3787,-5131.5811,0.0000,-2.8578,25.8240,0
622.2856,-5131.8984,0.0000,-2.8578,25.5327,0
621.2693,-5132.1939,0.0000,-2.8580,25.1991,0
620.2019,-5132.5003,0.0000,-2.8580,24.8731,0
619.1429,-5132.8067,0.0000,-2.8582,24.5035,0
618.1694,-5133.0801,0.0000,-2.8582,24.1713,0
615.3342,-5133.9009,0.0000,-2.8582,23.1135,0
614.2923,-5134.1963,0.0000,-2.8582,22.7347,0
613.2164,-5134.5026,0.0000,-2.8580,22.2820,0
612.1489,-5134.8090,0.0000,-2.8580,21.9212,0
611.1070,-5135.1154,0.0000,-2.8580,21.5002,0
610.0822,-5135.4109,0.0000,-2.8578,21.0898,0
609.0831,-5135.6953,0.0000,-2.8576,20.6961,0
608.1010,-5135.9799,0.0000,-2.8578,20.2658,0
606.1796,-5136.5269,0.0000,-2.8580,19.4871,0
605.1548,-5136.8223,0.0000,-2.8580,19.0494,0
604.1471,-5137.1178,0.0000,-2.8580,18.6420,0
603.1650,-5137.3913,0.0000,-2.8578,18.2602,0
602.1915,-5137.6758,0.0000,-2.8578,17.9346,0
601.1497,-5137.9712,0.0000,-2.8582,17.5628,0
600.1249,-5138.2666,0.0000,-2.8582,17.2340,0
598.1095,-5138.8466,0.0000,-2.8580,16.5446,0
597.1445,-5139.1312,0.0000,-2.8580,16.2668,0
596.1112,-5139.4266,0.0000,-2.8582,15.9711,0
595.0949,-5139.7221,0.0000,-2.8580,15.6902,0
594.0958,-5140.0065,0.0000,-2.8580,15.4459,0
593.1137,-5140.2910,0.0000,-2.8580,15.2240,0
591.8327,-5140.6631,0.0000,-2.8580,14.9010,0
590.7994,-5140.9585,0.0000,-2.8580,14.6821,0
589.8344,-5141.2320,0.0000,-2.8580,14.4738,0
588.8353,-5141.5165,0.0000,-2.8580,14.2581,0
587.8190,-5141.8119,0.0000,-2.8582,14.0590,0
